Date,avg_lat,avg_lon,avg_temp,avg_salnty,avg_O2,avg_chlorA,avg_PO4,avg_SiO3,avg_NO3
2000-01,32.71968925114621,-120.99205807437596,10.681635252165053,33.7795771777891,3.7484468524251806,0.29911194029850746,1.4991499227202472,26.412364760432766,17.83956723338485
2000-04,32.71415258576549,-121.01772145417306,10.639672299027136,33.7790291858679,3.709148051948052,0.5236267870579383,1.540554691550026,26.88818040435459,18.199844479004664
2000-06,32.52754385964912,-118.18789473684211,10.820701754385965,33.91540789473684,3.157938596491228,0.29993589743589744,1.7901754385964914,29.742543859649125,21.15877192982456
2000-07,32.73854191263282,-121.38829988193625,11.11612160566706,33.77496576151122,3.6889726840855106,0.3283347713546161,1.530978067575578,26.542679312388856,18.077652637818613
2000-10,32.73447476828012,-120.98215242018537,11.419824922760041,33.76127651905252,3.7101081916537866,0.34102255639097745,1.4615567010309278,25.59922680412371,17.247525773195875
2001-01,32.705656724228156,-121.02008372579802,10.83727367870225,33.75301465201465,3.7966138404648704,0.3634597523219814,1.4424327176781002,25.54722955145119,16.863324538258574
2001-04,32.705663762173245,-121.00831881086623,10.388708354689902,33.77989338800615,3.7785183273102736,0.9995329873980727,1.5033917525773195,26.885213807315814,17.876197836166924
2001-07,32.72227687626775,-121.00921906693712,11.133103448275861,33.78902941176471,3.6681060216160577,0.6121316379955123,1.5227983539094652,26.476800411522635,17.964917695473254
2001-10,31.977557251908397,-120.11705561613958,11.607611777535443,33.77239912758997,3.6868298109010014,0.2436215334420881,1.4781828316610925,25.4453734671126,17.153734671125974
2001-11,33.370178739416744,-121.72342427093133,11.322285983066791,33.69683913452493,3.836682692307692,0.30468406593406594,1.4740230991337824,24.984023099133783,16.9502406159769
2002-01,32.07149094781683,-120.06627263045793,10.728977635782748,33.75372949946752,3.743312034078807,0.25812698412698415,1.4938019169329073,25.552715654952078,17.253354632587858
2002-02,33.34320166320166,-121.93199584199584,10.153388773388773,33.719269230769235,3.7265488565488565,0.6237574850299401,1.590228928199792,27.41061394380853,18.571904266389176
2002-03,31.655206971677558,-119.95261437908496,10.707799564270152,33.77835076252723,3.745827814569536,0.4008278145695364,1.5108222222222223,24.935333333333332,17.374444444444446
2002-04,33.03141791044776,-121.4326933514247,10.233575305291724,33.74083785617368,3.6760415224913494,0.4785452695829095,1.6115596963423051,26.904002760524502,18.697998619737753
2002-07,32.722555331991956,-121.004592555332,10.816247484909457,33.716646378269616,3.6148315189217213,0.326342383107089,1.6243152454780363,27.006304909560722,19.031834625322997
2002-11,32.71484693877551,-120.99289795918367,11.162658163265307,33.619352040816324,3.8159719334719338,0.2857689422355589,1.529609984399376,24.084363636363637,17.368155844155844
2003-01,32.602199999999996,-118.0317,11.37,33.76357,3.4129145728643215,0.2706617647058824,1.576532663316583,24.19145728643216,17.336180904522614
2003-02,32.71426496223126,-121.34373619988379,11.023776873910515,33.57661359674608,3.8394853801169595,0.24486052409129333,1.4875495915985997,23.26855309218203,16.649474912485413
2003-04,32.67841446923597,-120.94275524002704,10.168056118999324,33.67374306964165,3.4779100807867933,0.9464266080263881,1.7159620786516856,30.735568820224717,20.0749297752809
2003-07,32.842217877094974,-120.79022346368716,11.02635195530726,33.659758100558655,3.5167154105736786,0.4124207961007311,1.642545045045045,27.072040586245773,19.121114864864865
2003-10,32.40480569948186,-120.63850388601037,11.584436528497408,33.55332448186528,3.657076023391813,0.49735067437379576,1.5298962386511024,24.311089494163422,17.197665369649805
2003-11,33.969815303430074,-122.46857519788917,10.693456464379947,33.61662005277045,3.4537665782493367,0.37513513513513513,1.6856728232189975,27.102374670184695,19.85778364116095
2004-01,32.7233611691023,-121.00644572025053,10.905521920668058,33.54045563674322,3.7459150498164657,0.37352490421455936,1.4750523560209423,23.56298429319372,16.985811518324606
2004-03,32.17742304309587,-120.19505716798592,10.7355672823219,33.594483729111694,3.6321220159151197,0.4249088541666666,1.5027826855123676,24.64606542882405,17.65697879858657
2004-04,33.492895752895755,-122.13833976833978,10.345250965250965,33.618409266409266,3.6054909560723516,1.0322975517890771,1.5839612903225806,26.669548387096775,18.936516129032256
2004-07,32.7326656394453,-120.95041088854649,11.16201335387776,33.67105957883924,3.505892030848329,0.6674255952380952,1.5667882836587872,26.103186022610483,18.811716341212744
2004-11,32.7219485108531,-120.94920747097426,11.455204442200907,33.59404896516911,3.6645038961038963,0.3288050784167289,1.4499948717948716,24.01465914915428,17.289236289082524
2005-01,32.73528753180661,-120.91631043256997,10.986412213740458,33.54975877862595,3.750608875128999,0.34988174427198815,1.3753192584963954,24.02828644501279,16.708184143222507
2005-04,32.72984569437531,-120.93983076157292,10.775309109009457,33.631391737182675,3.7411478696741853,0.8841580502215658,1.5223346693386772,24.987725450901802,17.436472945891783
2005-05,34.01,-118.84,14.138571428571428,33.42557142857142,5.812857142857142,2.4442857142857144,0.6142857142857144,3.5142857142857147,3.457142857142857
2005-07,32.740378273520854,-120.94850145489815,11.276838021338506,33.711514064015525,3.4470322911327522,0.862212323682257,1.5921567622950819,26.95722336065574,18.83473360655738
2005-11,32.75673544973545,-120.8526402116402,11.45337037037037,33.687093121693124,3.5300000000000002,0.6480230769230769,1.5147178936055883,25.191348737238044,17.53879634605051
2006-02,32.73346055979644,-120.94171501272265,10.797027989821883,33.690052417302795,3.6006951596292485,0.5286204325130499,1.5292410944759938,25.621483771251935,17.893199381761978
2006-04,32.76125121241513,-120.95712900096993,10.831290009699321,33.65696605237633,3.653278112449799,0.5929475197699496,1.5234603811434304,25.331695085255767,17.792978936810428
2006-07,32.74339762611276,-120.92441147378833,11.572878338278931,33.72950395647874,3.432763561924258,0.5676624346527259,1.540772378516624,26.20777493606138,18.248951406649613
2006-10,32.29360797342193,-120.58930232558139,11.897282392026577,33.71922524916943,3.5376118375774257,0.2933231083844581,1.4763266712611993,24.5368711233632,17.34631288766368
2006-11,34.03192727272727,-121.80801818181818,11.925054545454545,33.61406363636364,3.9365714285714284,0.5423936170212766,1.3503238095238095,22.91466666666667,15.33352380952381
2007-01,32.88894890510949,-120.93101703163016,10.89494403892944,33.775157664233575,3.6610547263681594,0.6103232916972814,1.4669965017491255,24.46178821178821,16.92117882117882
2007-02,36.1139898989899,-123.50025252525252,8.963888888888889,33.82489393939394,3.117979797979798,0.19729323308270677,1.1423484848484848,23.11203007518797,15.845864661654135
2007-03,32.46656028368794,-118.32202127659573,10.751347517730498,33.86991843971631,3.2963799283154125,0.40491620111731846,1.6467407407407408,27.225555555555555,18.774444444444445
2007-04,33.28113562970936,-121.79503767491927,10.332583423035521,33.77409041980624,3.6094676806083648,0.4011878009630819,1.4714203084832906,25.536395348837207,17.70174418604651
2007-06,32.24746268656716,-118.75665671641792,10.884298507462688,33.91971044776119,3.174354354354354,0.5707142857142857,1.7263363363363364,29.076876876876877,20.844744744744744
2007-07,32.8298635235732,-121.41663771712159,11.154665012406948,33.773395161290324,3.601469849246231,0.537256880733945,1.5289195979899497,26.397047738693466,18.605213567839197
2007-11,32.69983757444505,-120.85078505684893,10.958077964266378,33.745372495939364,3.420922142462728,0.3212175324675325,1.6022338665195808,27.435135135135138,19.565030336458907
2008-01,32.94117792015771,-120.95149334647608,10.327870872350912,33.72723114834894,3.5560613682092552,0.4748088235294118,1.5958934010152284,26.99104704097117,18.98806272129489
2008-03,31.893357058125744,-120.15817319098457,10.458196915776988,33.76453262158956,3.5073214285714287,0.5229931972789116,1.608729216152019,27.297030878859857,19.036935866983374
2008-04,34.03282199710564,-121.80423299565848,9.610303907380608,33.754254703328506,3.6489629005059023,0.6737024608501118,1.7530257936507936,30.10099206349206,21.018849206349206
2008-08,32.76355302279485,-120.92436570862239,11.458077304261646,33.69513776015857,3.669662337662338,0.3712175204157387,1.5637150259067356,26.051295336787565,17.969067357512955
2008-10,32.744319796954315,-120.9176192893401,11.411319796954315,33.68967258883249,3.6727221074380165,0.35519385515727875,1.520695517774343,25.298402885110765,17.592323544564657
2009-01,32.75642458100559,-120.91423057389538,10.679402234636871,33.66980294565769,3.7055595854922276,0.4363683052090976,1.55481884057971,25.915062111801245,17.596583850931676
2009-03,32.69229583975347,-120.90483307652799,10.645335387776067,33.66216795069337,3.758019905709796,0.4571281296023564,1.4758638743455499,25.506858638743456,17.1003664921466
2009-07,33.04348277489382,-121.0104200094384,11.045521472392638,33.74854034922134,3.5287908820614473,0.5752201704545454,1.612885,27.431849999999997,18.9513
2009-08,36.39959514170041,-124.21085020242914,9.019311740890688,33.72512955465587,4.083309090909091,0.3025925925925926,1.5523272727272728,29.436727272727275,18.08218181818182
2009-11,32.742303060712494,-120.97519819367787,11.203682890115402,33.68086502759659,3.6968434737389493,0.39514433752775724,1.4852380952380952,25.006174777603352,17.173521716378858
2010-01,32.73966169154229,-120.98107960199005,11.027298507462685,33.62681542288558,3.8002270433905148,0.29889543446244476,1.428,23.970594315245478,16.06909560723514
2010-02,35.89179487179487,-123.05252465483234,9.540236686390532,33.71107495069033,3.5015686274509807,0.39018927444794954,1.6974074074074073,29.18888888888889,19.94814814814815
2010-04,31.51952380952381,-120.58074829931972,11.75429931972789,33.60665986394558,4.002477272727273,0.45119999999999993,1.331366742596811,22.14646924829157,14.623462414578587
2010-05,33.27644708423326,-121.05768898488121,10.923077753779697,33.625033477321814,3.9797937024972856,1.7428718703976438,1.4542635658914729,24.967441860465115,16.472868217054263
2010-07,32.70241573033708,-117.85449438202247,10.896966292134833,33.78569662921348,3.358238636363636,0.49357142857142855,1.7102272727272727,28.13125,20.301704545454545
2010-08,32.74495269894268,-121.24576516416248,10.724272120200334,33.71313188647746,3.458728094968909,0.563894472361809,1.6321878646441075,28.31231038506418,19.466219369894983
2010-09,32.192827586206896,-118.8596896551724,10.81448275862069,33.773524137931034,3.158137931034483,0.352979797979798,,,
2010-10,31.85353075170843,-119.56246013667426,11.401451025056948,33.70695216400912,3.4519908466819222,0.3176644736842105,1.5491533180778032,26.309153318077804,18.457437070938216
2010-11,32.80453608247422,-121.35003681885125,10.958512518409426,33.69035567010309,3.5322273781902553,0.491301446051168,1.510373540856031,27.15852140077821,18.48645914396887
2011-01,33.09024496937883,-121.22996062992127,10.324904636920385,33.66015441819773,3.5469087688219663,0.6532316677482154,1.5696410014170996,27.502456306093528,18.955361360415683
2011-02,36.54314647377939,-123.72448462929475,9.066690777576854,33.66344665461121,3.1798317757009347,0.9289173789173789,,,
2011-04,32.661920172599785,-120.91310679611651,10.533403451995685,33.69322869471413,3.5352963776070254,0.6228112764291308,1.6030688705234162,27.936308539944903,19.040495867768595
2011-07,31.553530499075784,-120.41231053604436,11.29996303142329,33.706330868761555,3.5325650557620816,0.25614325068870525,1.5072232645403378,26.092307692307692,18.287992495309567
2011-08,33.212418062636566,-121.13910415149307,10.951959213401311,33.71456300072833,3.4564000000000004,0.8181798245614035,1.5730401819560274,27.11614859742229,18.86398786959818
2011-10,32.621042576419214,-120.92249454148472,11.20761462882096,33.71152183406114,3.4231984478935695,0.40296939619520267,1.5418660560961648,26.801658090337334,18.256260720411664
2011-11,34.7871875,-121.417109375,10.5115625,33.7184296875,3.30288,0.6195744680851064,1.67048,27.4752,20.5456
2012-01,31.557209737827716,-120.4270224719101,10.795543071161049,33.728659176029964,3.5014312617702448,0.2796111111111111,1.5324574669187145,26.588657844990546,18.02665406427221
2012-02,33.212913907284765,-121.14832229580574,10.253127299484916,33.7230353200883,3.411325301204819,0.4328366445916115,1.6271712538226302,28.753287461773702,19.420107033639145
2012-03,32.16268199233716,-120.15392720306514,10.454741379310345,33.78765804597701,3.3295930232558137,0.35155898876404496,1.634723865877712,27.972090729783037,19.32879684418146
2012-04,33.99110918544194,-121.47518197573656,9.811161178509533,33.762202772963605,3.4049200710479575,0.777100737100737,1.8152272727272727,31.729924242424246,21.459848484848482
2012-07,32.755745341614904,-120.93479296066252,11.033902691511388,33.7579549689441,3.465480464625132,0.6848745247148289,1.6184755770263015,27.28244766505636,18.95437466451959
2012-10,32.35685967302452,-120.57876702997275,11.69416348773842,33.73260040871934,3.5435699373695195,0.25167686034658515,1.5160881934566144,25.804513148543,17.39324804548685
2012-11,34.04267543859649,-122.0085745614035,11.006208333333333,33.73572478070175,3.3377995545657018,0.29760383386581474,1.6667337807606264,28.618098434004477,19.025279642058162
2013-01,33.26572304995618,-121.29046450482035,10.439889132340053,33.71865990359334,3.5636681534344334,0.502086229086229,1.5259481361426257,26.433652079956783,17.783576445164776
2013-04,33.24607619990104,-120.96014844136566,10.162170212765957,33.787056556160316,3.4870704934541794,0.8850724946695097,1.6646349942062573,28.86699884125145,19.643684820393975
2013-07,32.74155972874283,-120.91471048513301,10.945591549295775,33.7870323943662,3.429917372881356,0.5073401983218917,1.6434264232008593,27.681820622986038,19.133512352309346
2013-11,32.83516707021791,-120.9336755447942,11.1934799031477,33.74268348668281,3.5339035433070864,0.7366350677120457,1.517125688532799,25.898878317476214,17.557536304456686
2014-01,31.991538461538465,-119.27597435897435,11.27663076923077,33.714314358974356,3.6443342036553523,0.23009302325581393,1.4496495956873316,24.281913746630728,16.777628032345014
2014-02,32.18943502824859,-120.595329566855,11.186817325800376,33.662826177024485,3.780249019607843,0.33436676217765043,1.4252589641434263,24.117231075697212,16.38752988047809
2014-03,33.03157894736842,-117.33578947368422,14.553315789473682,33.4992947368421,5.177105263157895,1.0793684210526315,0.6778947368421053,8.365263157894736,5.778947368421052
2014-04,32.6840295959021,-120.99575981787136,10.94680250426864,33.712859476380196,3.6091991701244814,0.7229495726495726,1.5385680047932893,25.952675044883303,17.826834230999403
2014-07,32.73189549180328,-120.9431762295082,11.965722848360656,33.714740522540986,3.6662871603622804,0.3258533950617284,1.478751345532831,24.532831001076428,16.68729817007535
2014-11,32.729592350276796,-120.94398590840464,12.164837443381982,33.64886602918973,3.6775741127348645,0.22832137404580152,1.451395225464191,24.166159151193632,16.399936271906533
2015-01,32.91728502415459,-121.03807729468599,11.738155555555556,33.58753676328503,3.8212059118236477,0.23081286982248522,1.3979047131147542,23.860860655737707,15.820061475409835
2015-02,36.253982683982684,-123.41238095238094,10.404023809523808,33.57660974025974,3.649755411255411,0.29628571428571426,1.5831288343558283,27.261472392638037,18.871595092024542
2015-04,32.78249436936937,-120.76225225225225,11.251793355855856,33.62828322072072,3.7199063779988295,0.668943972835314,1.526603325415677,26.024039145907473,17.47519881305638
2015-07,32.786026637069924,-120.76434517203108,11.975458379578248,33.65266481687014,3.5831330645161295,0.34080202190395953,1.5192990654205607,25.267891355140186,17.470665887850465
2015-10,32.03780281690141,-119.31143661971831,13.146788732394365,33.66533746478873,3.5980028490028486,0.19156355932203392,1.357072463768116,23.02353623188406,15.248927536231884
2015-11,33.152930790960454,-121.02010593220339,12.351831214689264,33.644180790960455,3.6011395864106355,0.2882480533926585,1.3856823438704704,24.41679259830378,15.914348496530454
2016-01,33.55319497334349,-121.50991622239147,11.641007235338918,33.63918952779893,3.7962236584410496,0.3439478357380688,1.3942060889929744,23.087667134174847,15.211547452080412
2016-04,33.50026180087267,-121.46185243950814,11.23267750892503,33.63660091233637,3.7141514657980457,0.4739182746878547,1.4644661246612467,23.99127371273713,16.640330623306234
2016-07,32.60839444444444,-120.85097222222223,11.713946111111111,33.690596166666666,3.458938434982739,0.3590575184880855,1.5272874493927124,25.41849710982659,17.949410404624278
2016-11,32.73694318753142,-120.89632981397686,11.867448466566113,33.648909100050275,3.5349989501312336,0.38787642153146323,1.4324707135250265,24.271522896698613,17.283993610223643
2017-01,32.8892696348174,-120.97496748374186,11.180208604302152,33.63711500750375,3.624574987026466,0.3220640625,1.4728633405639913,24.41225054229935,17.348579175704987
2017-03,32.24965714285714,-118.75588571428571,11.134397142857143,33.73029171428571,3.3324970760233916,0.32973029045643154,1.52453216374269,25.48687134502924,18.433830409356723
2017-04,33.705905230219045,-121.94039785426911,10.67355476084041,33.63078448815378,3.6460991697416976,0.6588139686684074,1.465366839976892,25.692264586943963,17.881958405545927
2017-08,32.808776709401705,-120.90613782051282,11.880022435897436,33.70762248931624,3.544048645660586,0.42259203187250993,1.4735853251806559,24.857732073374095,17.251278488048914
2017-11,32.77233712512926,-120.93538779731128,11.828224405377457,33.73278588417787,3.5939555912252543,0.3451350729086723,1.3880942068218733,24.39481862479697,16.681174878180833
2018-02,33.19277504105091,-120.79489326765189,11.247201149425287,33.758055500821015,3.5260825199645076,0.38783202099737535,1.457198549410698,25.368804347826085,17.655715579710144
2018-04,33.537950360288235,-121.50141313050442,10.714636909527622,33.76583851080865,3.6184977338277706,0.7329158328428487,1.4353315926892949,25.031446475195825,17.430005221932113
2018-06,32.72571063394683,-120.96996421267893,11.213517893660532,33.81402198364008,3.5498282988871224,0.617985616956851,1.481236442516269,25.473335140997833,17.914271002710027
2018-10,32.76591363875724,-120.91497630331754,12.142423907319642,33.782727909426015,3.6251417624521074,0.32104671417260494,1.3886351128233352,23.973059988992848,16.542092511013216
2019-02,33.19114209827357,-120.40110225763613,11.282107569721115,33.79069973439575,3.5935471167369903,0.5264204081632654,1.4223446327683615,24.26228490832158,16.47524682651622
2019-04,32.805583185316756,-120.60087625814091,11.263523978685614,33.77957910005921,3.725197954271961,0.4867998251748252,1.404186189889026,23.745314426633787,16.65469790382244
2019-07,32.808207343412526,-120.77579373650107,11.641115010799137,33.80589541036717,3.598900881057269,0.7266175266175267,1.4619380733944953,24.888784403669725,17.306481375358167
2019-11,32.75685488126649,-120.94064379947228,11.865688654353562,33.77010569920844,3.5403972451790633,0.36177115229653506,1.4240301003344482,24.63485507246377,16.96406911928651
2020-01,33.55709911361805,-121.52964947622885,10.92643755036261,33.71721555197421,3.5938440099833615,0.39052524038461534,1.4333993072736269,24.561469569520042,16.935997031172686
2020-07,32.77003507014028,-120.86518036072144,11.54298997995992,33.762107114228456,3.334360672975815,0.7375114329268293,1.5365881092662024,26.50839850026781,18.24859132297804
2020-10,32.75852669039146,-120.72132384341637,12.47901921708185,33.68899309608541,3.6449648729446933,0.3195590386624869,1.4341818181818182,24.17198484848485,16.751242424242424
2021-01,32.59660785886127,-120.56366479550924,10.986380112269446,33.69929542902967,3.6199063270336898,0.38798601398601396,1.4917402376910016,23.412037351443125,17.36372665534805
2021-02,34.69405315614618,-122.61677740863787,10.202475083056479,33.67952857142857,3.533969387755102,0.5172547169811321,1.6214847161572052,26.09593886462882,19.7574672489083
2021-05,32.80028322440087,-120.0387908496732,10.68987908496732,25.88696691721133,3.4047259343148357,0.6201058451816746,1.7101392111368912,27.92697215777262,20.30650812064965
